"","L","R"
"4197","Liothyronine","PPARG"
"4198","alpha-Tocotrienol","VCAM1"
"4199","alpha-Tocotrienol","NCOR1"
"4200","alpha-Tocotrienol","NR1I2"
"4201","NAD","TRPC7"
"4202","NAD","TRPM2"
"4203","NAD","CD38"
"4204","NAD","TNFRSF21"
"4205","Caffeic acid","EGFR"
"4206","Caffeic acid","APP"
"4207","Caffeic acid","DPP4"
"4208","Uridine diphosphate-N-acetylglucosamine",""
"4209","dUDP","P2RY6"
"4210","Uridine diphosphate glucose","P2RY2"
"4211","Uridine diphosphate glucose","P2RY14"
"4212","Uridine diphosphate glucose","P2RY6"
"4213","Uridine diphosphate glucose","GPR17"
"4214","Acetaminophen glucuronide","ABCC3"
"4215","17-beta-Estradiol-3-glucuronide","ABCC4"
"4216","17-beta-Estradiol-3-glucuronide","ABCC2"
"4217","D-Glucuronic acid","DPP4"
"4218","D-Glucuronic acid","CD44"
"4219","L-Serine","GPRC6A"
"4220","L-Serine","GRIN3B"
"4221","L-Serine","GRIN2D"
"4222","L-Serine","GRID2"
"4223","L-Serine","GRIN2C"
"4224","L-Serine","ERAP1"
"4225","L-Serine","GRIN2A"
"4226","L-Serine","PLAUR"
"4227","L-Serine","GRIN3A"
"4228","L-Serine","GRIN1"
"4229","L-Serine","ERAP2"
"4230","L-Serine","PVR"
"4231","L-Serine","GLRA1"
"4232","Uric acid","ICAM1"
"4233","Uric acid","CMKLR1"
"4234","Uric acid","CD86"
"4235","Hydrogen peroxide","TRPC7"
"4236","Hydrogen peroxide","TRPM2"
"4237","Hydrogen peroxide","EPOR"
"4238","Hydrogen peroxide","HBEGF"
"4239","Hydrogen peroxide","ENO1"
"4240","Hydrogen peroxide","NR0B2"
"4241","Hydrogen peroxide","RIPK1"
"4242","Hydrogen peroxide","TRPA1"
"4243","Hydrogen peroxide","PPARA"
"4244","Hydrogen peroxide","ICAM1"
"4245","Hydrogen peroxide","IDE"
"4246","Hydrogen peroxide","AGTR1"
"4247","Hydrogen peroxide","EGFR"
"4248","Hydrogen peroxide","GJA1"
"4249","Hydrogen peroxide","PPARG"
"4250","Hydrogen peroxide","VCAM1"
"4251","Hydrogen peroxide","S1PR1"
"4252","Hydrogen peroxide","ITPR1"
"4253","Hydrogen peroxide","OLR1"
"4254","Hydrogen peroxide","ADAM17"
"4255","Hydrogen peroxide","TRPM7"
"4256","Hydrogen peroxide","F3"
"4257","Hydrogen peroxide","CAV1"
"4258","Hydrogen peroxide","TRPC6"
"4259","Hydrogen peroxide","NR4A1"
"4260","Hydrogen peroxide","CNR1"
"4261","Hydrogen peroxide","TLR4"
"4262","Hydrogen peroxide","ITPR3"
"4263","Hydrogen peroxide","IGFBP3"
"4264","Hydrogen peroxide","KIR3DL1"
"4265","Hydrogen peroxide","APP"
"4266","Hydrogen peroxide","CDH5"
"4267","Hydrogen peroxide","FGFR1"
"4268","Hydrogen peroxide","IL1R1"
