"","Compounds","Receptor_genes"
"4051","Epinephrine","Avpr2"
"4052","Epinephrine","Npy5r"
"4053","Epinephrine","Hrh3"
"4054","Epinephrine","Ptger3"
"4055","Epinephrine","Sstr2"
"4056","Epinephrine","Lpar1"
"4057","Epinephrine","Npsr1"
"4058","Epinephrine","Htr4"
"4059","Epinephrine","Npy1r"
"4060","Epinephrine","Rxfp4"
"4061","Epinephrine","Cnr1"
"4062","Epinephrine","Htr1b"
"4063","Epinephrine","Ntsr1"
"4064","Epinephrine","Lpar3"
"4065","Epinephrine","Ptgfr"
"4066","Epinephrine","Hcrtr2"
"4067","Epinephrine","Agtr2"
"4068","Epinephrine","Hcrtr1"
"4069","Epinephrine","Npy4r"
"4070","Epinephrine","Cnr2"
"4071","Epinephrine","Ednrb"
"4072","Epinephrine","Hrh2"
"4073","Epinephrine","Htr2a"
"4074","Epinephrine","Grpr"
"4075","Epinephrine","Drd3"
"4076","Epinephrine","Qrfprl"
"4077","Epinephrine","Qrfpr"
"4078","Epinephrine","Lpar2"
"4079","Epinephrine","Cxcr4"
"4080","Epinephrine","Tbxa2r"
"4081","Epinephrine","Oprm1"
"4082","Epinephrine","Ltb4r2"
"4083","Epinephrine","Ccr3"
"4084","Epinephrine","Mc1r"
"4085","Epinephrine","Chrna7"
"4086","Epinephrine","Chrna7"
"4087","Nicotinic acid","Hcar2"
"4088","Nicotinic acid","Hcar2"
"4089","Nicotinic acid","Ppara"
"4090","Nicotinic acid","Pparg"
"4091","Nicotinic acid","Abca1"
"4092","Nicotinic acid","Ptgdr"
"4093","Protoporphyrin IX","Gucy1a1"
"4094","Protoporphyrin IX","Gucy1b1"
"4095","L-Serine","Gprc6a"
"4096","L-Serine","Grin3b"
"4097","L-Serine","Grin2d"
"4098","L-Serine","Grid2"
"4099","L-Serine","Grin2c"
"4100","L-Serine","Erap1"
"4101","L-Serine","Grin2a"
"4102","L-Serine","Plaur"
"4103","L-Serine","Grin3a"
"4104","L-Serine","Grin1"
"4105","L-Serine","Pvr"
"4106","L-Serine","Glra1"
"4107","Ethanolamine","Cd209c"
"4108","Ethanolamine","Cd209a"
"4109","Ethanolamine","Cd209d"
"4110","Ethanolamine","Cd209e"
"4111","Ethanolamine","Cd209b"
"4112","Prostaglandin E2","Ptger1"
"4113","Prostaglandin E2","Ptger2"
"4114","Prostaglandin E2","Ptger3"
"4115","Prostaglandin E2","Ptger4"
"4116","L-Proline","Pvr"
"4117","L-Proline","Igll1"
"4118","Retinal","Rgr"
"4119","Flavin mononucleotide","Cav1"
"4120","Vitamin A","Nr0b2"
"4121","Vitamin A","Abcb4"
"4122","Vitamin A","Vdr"
"4123","Vitamin A","Stra6"
"4124","Gluconic acid","P2rx4"
"4125","7-Dehydrocholesterol","Smo"
"4126","Glycine","Gprc6a"
"4127","Glycine","Grin2a"
"4128","Glycine","Glra2"
"4129","Glycine","Cxcr4"
"4130","Glycine","Grin3b"
"4131","Glycine","Grin2d"
"4132","Glycine","Glrb"
"4133","Glycine","Glra3"
"4134","Glycine","Grin2c"
"4135","Glycine","Htr2b"
"4136","Glycine","Dpp8"
"4137","Glycine","H2-Aa"
"4138","Glycine","Gpr18"
"4139","Glycine","Ptprd"
"4140","Glycine","Ptprf"
"4141","Glycine","Grin3a"
"4142","Glycine","Abcb10"
"4143","Glycine","Ntsr1"
"4144","Glycine","Grin1"
"4145","Glycine","H2-Ab1"
"4146","Glycine","Pvr"
"4147","Glycine","Glra1"
"4148","Spermine","Grin2b"
"4149","Spermine","Casr"
"4150","Spermine","Smo"
"4151","Spermine","Gjc1"
"4152","Spermine","Adrb1"
"4153","Spermine","Adrb2"
"4154","Tetrahydrobiopterin","Selp"
"4155","Tetrahydrobiopterin","Cav1"
"4156","5a-Pregnane-3,20-dione","Gpbar1"
"4157","5a-Pregnane-3,20-dione","Nr1i3"
"4158","5a-Pregnane-3,20-dione","Rxra"
"4159","5a-Pregnane-3,20-dione","Nr1i2"
"4160","Spermidine","Egfr"
"4161","Spermidine","Cd40lg"
"4162","Spermidine","Adrb1"
"4163","Spermidine","Adrb2"
"4164","Cholesterol","Abcg1"
"4165","Cholesterol","Nr1h3"
"4166","Cholesterol","Nr3c1"
"4167","Cholesterol","Sell"
"4168","Cholesterol","Smo"
"4169","Cholesterol","Nr1h2"
"4170","Cholesterol","Sdc1"
"4171","Cholesterol","Adam10"
"4172","Cholesterol","Rora"
"4173","Cholesterol","Scarb1"
"4174","Cholesterol","Ppara"
"4175","Cholesterol","Gpc1"
"4176","Cholesterol","Scarb2"
"4177","Cholesterol","Abcb4"
"4178","Cholesterol","Flt1"
"4179","Cholesterol","App"
"4180","Cholesterol","Pparg"
"4181","Cholesterol","Ptgir"
"4182","Cholesterol","Gpc2"
"4183","Cholesterol","Lrp8"
"4184","Cholesterol","Sdc2"
"4185","Cholesterol","Cd36"
"4186","Cholesterol","Olr1"
"4187","Cholesterol","P4hb"
"4188","Cholesterol","Cav1"
"4189","Cholesterol","Sdc3"
"4190","Cholesterol","Gpc4"
"4191","Cholesterol","Sdc4"
"4192","Cholesterol","Abca1"
"4193","Cholesterol","Gpc6"
"4194","Cholesterol","Gpc5"
"4195","Cholesterol","Agrn"
"4196","Cholesterol","Gpc3"
"4197","Cholesterol","Nr1h4"
"4198","Cholesterol","Ldlr"
"4199","Cholesterol","Clec4e"
"4200","Cholesterol","Nr1i3"
"4201","Cholesterol","Rxra"
"4202","Cholesterol","Vdr"
"4203","Sulfate","M6pr"
"4204","Sulfate","Cd4"
"4205","Sulfate","Tnfrsf1a"
"4206","Sulfate","Epha8"
"4207","Sulfate","Fap"
"4208","Sulfate","Pilra"
"4209","Sulfate","Pilrb2"
"4210","Sulfate","Itgb4"
"4211","Sulfate","Esr1"
"4212","Sulfate","Madcam1"
"4213","Sulfate","Ripk3"
"4214","Sulfate","Gucy2f"
"4215","Sulfate","Tlr8"
"4216","Sulfate","Fcgrt"
"4217","Sulfate","Aplp1"
"4218","Sulfate","Stx1a"
"4219","Sulfate","Efnb3"
"4220","Sulfate","Cd38"
"4221","Sulfate","Cd69"
"4222","Sulfate","Clec4a4"
"4223","Sulfate","Clec4a2"
"4224","Sulfate","Clec4a3"
"4225","Sulfate","Clec4a1"
"4226","Sulfate","Ghr"
"4227","Sulfate","Nktr"
"4228","Sulfate","Eno1b"
"4229","Sulfate","Eno1"
"4230","Sulfate","Acvr2a"
"4231","Sulfate","Trem1"
"4232","Sulfate","Nectin2"
"4233","Sulfate","Ramp1"
"4234","Sulfate","Gucy2e"
"4235","Sulfate","Anxa1"
"4236","Sulfate","Enpp2"
"4237","Sulfate","Thbs1"
"4238","Sulfate","Adam10"
"4239","Sulfate","Itgav"
"4240","Sulfate","Cdh1"
"4241","Sulfate","Neo1"
"4242","Sulfate","Itga2b"
"4243","Sulfate","Cdon"
"4244","Sulfate","Acvr1"
"4245","Sulfate","Cd81"
"4246","Sulfate","Cdh15"
"4247","Sulfate","Cdh3"
"4248","Sulfate","Fcer2a"
"4249","Sulfate","Gria2"
"4250","Sulfate","Glrb"
"4251","Sulfate","Thra"
"4252","Sulfate","Icam1"
"4253","Sulfate","Nrp1"
"4254","Sulfate","Erbb3"
"4255","Sulfate","Igf1r"
"4256","Sulfate","Erbb2"
"4257","Sulfate","Fcgr3"
"4258","Sulfate","Fcgr2b"
"4259","Sulfate","Epha5"
"4260","Sulfate","Mylk4"
"4261","Sulfate","Egfr"
"4262","Sulfate","Ntrk2"
"4263","Sulfate","Notch1"
"4264","Sulfate","St14"
"4265","Sulfate","Aip"
"4266","Sulfate","Cntn5"
"4267","Sulfate","Sirpb1c"
"4268","Sulfate","Sirpb1b"
"4269","Sulfate","Sirpb1a"
"4270","Sulfate","Gria4"
"4271","Sulfate","Grm1"
"4272","Sulfate","Cd8a"
"4273","Sulfate","Cxadr"
"4274","Sulfate","App"
"4275","Sulfate","Ar"
"4276","Sulfate","Csf1r"
"4277","Sulfate","Pparg"
"4278","Sulfate","Kit"
"4279","Sulfate","Il10rb"
"4280","Sulfate","Pglyrp3"
"4281","Sulfate","Frzb"
"4282","Sulfate","Mst1r"
"4283","Sulfate","Tlr3"
"4284","Sulfate","Tnfrsf21"
"4285","Sulfate","Anpep"
"4286","Sulfate","Axl"
"4287","Sulfate","Insr"
"4288","Sulfate","Fas"
"4289","Sulfate","Adrb2"
"4290","Sulfate","Il7r"
"4291","Sulfate","Gp6"
"4292","Sulfate","Adam17"
"4293","Sulfate","Cd200r1l"
"4294","Sulfate","Cd200r2"
"4295","Sulfate","Cd200r1"
"4296","Sulfate","Cd200r3"
"4297","Sulfate","Cd200r4"
"4298","Sulfate","Havcr2"
"4299","Sulfate","Cd46"
"4300","Sulfate","Cd55"
"4301","Sulfate","Cd55b"
"4302","Sulfate","Ncam1"
"4303","Sulfate","Marco"
"4304","Sulfate","Cd276"
"4305","Sulfate","Adgrl2"
"4306","Sulfate","Pgr"
"4307","Sulfate","P4hb"
"4308","Sulfate","Gp1ba"
"4309","Sulfate","Pde4b"
"4310","Sulfate","Ephb3"
"4311","Sulfate","F3"
"4312","Sulfate","Unc5b"
"4313","Sulfate","Epha3"
"4314","Sulfate","Il21r"
"4315","Sulfate","Plaur"
"4316","Sulfate","H2-Aa"
"4317","Sulfate","Fgfr3"
"4318","Sulfate","Acvr2b"
"4319","Sulfate","Adgrl1"
"4320","Sulfate","Npr2"
"4321","Sulfate","Nr3c2"
"4322","Sulfate","Trpv2"
"4323","Sulfate","Erbb4"
"4324","Sulfate","Nbr1"
"4325","Sulfate","Esr2"
"4326","Sulfate","Pde4d"
"4327","Sulfate","Boc"
"4328","Sulfate","Htr3a"
"4329","Sulfate","Ret"
"4330","Sulfate","Thrb"
"4331","Sulfate","Itgal"
"4332","Sulfate","Igf2r"
"4333","Sulfate","Enpp3"
"4334","Sulfate","Ephb4"
"4335","Sulfate","Ptprf"
"4336","Sulfate","H2-Eb2"
"4337","Sulfate","H2-Eb1"
"4338","Sulfate","Msn"
"4339","Sulfate","Dpp4"
"4340","Sulfate","Enpp1"
"4341","Sulfate","Grm3"
"4342","Sulfate","Cd47"
"4343","Sulfate","Ldlr"
"4344","Sulfate","Mr1"
"4345","Sulfate","Cd244a"
"4346","Sulfate","Cd48"
"4347","Sulfate","Fcer1a"
"4348","Sulfate","Cd1d2"
"4349","Sulfate","Cd1d1"
"4350","Sulfate","Il6ra"
"4351","Sulfate","Npr1"
"4352","Sulfate","Epha7"
"4353","Sulfate","Tpbg"
"4354","Sulfate","Grin1"
"4355","Sulfate","Il13ra1"
"4356","Sulfate","Fibcd1"
"4357","Sulfate","Il2rg"
"4358","Sulfate","Bmpr2"
"4359","Sulfate","Ephb2"
"4360","Sulfate","Tgfbr1"
"4361","Sulfate","Ror2"
"4362","Sulfate","H2-T10"
"4363","Sulfate","H2-T22"
"4364","Sulfate","H2-M10.6"
"4365","Sulfate","H2-T5"
"4366","Sulfate","H2-M10.2"
"4367","Sulfate","H2-T9"
"4368","Sulfate","H2-D1"
"4369","Sulfate","H2-T3"
"4370","Sulfate","H2-Q6"
"4371","Sulfate","H2-M9"
"4372","Sulfate","H2-Q7"
"4373","Sulfate","H2-M10.4"
"4374","Sulfate","H2-M2"
"4375","Sulfate","H2-M1"
"4376","Sulfate","H2-T23"
"4377","Sulfate","H2-M11"
"4378","Sulfate","H2-M10.3"
"4379","Sulfate","H2-Q1"
"4380","Sulfate","H2-M5"
"4381","Sulfate","H2-Q10"
"4382","Sulfate","H2-M10.1"
"4383","Sulfate","H2-Q2"
"4384","Sulfate","H2-Q4"
"4385","Sulfate","H2-M10.5"
"4386","Sulfate","H2-T13"
"4387","Sulfate","H2-K1"
"4388","Sulfate","H2-T11-ps"
"4389","Sulfate","H2-T5"
"4390","Sulfate","H2-D1"
"4391","Sulfate","H2-Q6"
"4392","Sulfate","H2-Q7"
"4393","Sulfate","H2-Q1"
"4394","Sulfate","H2-Q10"
"4395","Sulfate","H2-Q2"
"4396","Sulfate","H2-Q4"
"4397","Sulfate","H2-T13"
"4398","Sulfate","H2-K1"
"4399","Sulfate","H2-T7"
"4400","Sulfate","Thbd"
"4401","Sulfate","Trpm3"
"4402","Sulfate","Tnfrsf4"
"4403","Sulfate","Tek"
"4404","Sulfate","Ryr3"
"4405","Sulfate","Calcrl"
"4406","Sulfate","Pdcd10"
"4407","Sulfate","Cd79b"
"4408","Sulfate","Anxa4"
"4409","Sulfate","Crcp"
"4410","Sulfate","Ephb1"
"4411","Sulfate","H2-Ab1"
"4412","Sulfate","Trpv1"
"4413","Sulfate","Grik1"
"4414","Sulfate","Gp1bb"
"4415","Sulfate","Ncam2"
"4416","Sulfate","Fshr"
"4417","Sulfate","Nr1h3"
"4418","Sulfate","Dcc"
"4419","Sulfate","Bcap31"
"4420","Sulfate","Fgfr1"
"4421","Sulfate","Gfra1"
"4422","Sulfate","Grik2"
"4423","Sulfate","Cd44"
"4424","Sulfate","Unc5c"
"4425","Sulfate","Fgfr2"
"4426","Sulfate","Pdcd6"
"4427","Sulfate","Ptprg"
"4428","Sulfate","Srprb"
"4429","Sulfate","Robo1"
"4430","Sulfate","Adgrl3"
"4431","Sulfate","Gfra2"
"4432","Sulfate","Igll1"
"4433","Sulfate","Pde10a"
"4434","Sulfate","Nr1h4"
"4435","Sulfate","Tnfrsf11a"
"4436","Indoxyl sulfate","Icam1"
"4437","Indoxyl sulfate","Cadm1"
"4438","Indoxyl sulfate","Ahr"
"4439","Sulfite","Unc5b"
"4440","Sulfite","Unc5c"
"4441","Estrone sulfate","Abcc4"
"4442","Estrone sulfate","Esr1"
"4443","Estrone sulfate","Esr2"
"4444","Estrone sulfate","Ar"
"4445","Estrone sulfate","Nr1i2"
"4446","Estrone sulfate","Thrb"
"4447","Dehydroepiandrosterone sulfate","Gpbar1"
"4448","Dehydroepiandrosterone sulfate","Abcc4"
"4449","Dehydroepiandrosterone sulfate","Abcb11"
"4450","Dehydroepiandrosterone sulfate","Htr7"
"4451","Pregnenolone sulfate","Trpm1"
"4452","Pregnenolone sulfate","Trpm3"
"4453","Pregnenolone sulfate","Glra1"
"4454","Thromboxane A2","Bdkrb1"
"4455","Thromboxane A2","Prokr2"
"4456","Thromboxane A2","Gnrhr"
"4457","Thromboxane A2","Kiss1r"
"4458","Thromboxane A2","Ghsr"
"4459","Thromboxane A2","Mchr1"
"4460","Thromboxane A2","Nmur2"
"4461","Thromboxane A2","Nmbr"
"4462","Thromboxane A2","Htr2b"
"4463","Thromboxane A2","Gpr65"
"4464","Thromboxane A2","Agtr1a"
"4465","Thromboxane A2","Agtr1b"
"4466","Thromboxane A2","Htr2c"
"4467","Thromboxane A2","Npffr1"
"4468","Thromboxane A2","Ptgir"
"4469","Thromboxane A2","Ptger1"
"4470","Thromboxane A2","Cckar"
"4471","Thromboxane A2","Avpr1a"
"4472","Thromboxane A2","Ntsr2"
"4473","Thromboxane A2","Prokr1"
"4474","Thromboxane A2","Nmur1"
"4475","Thromboxane A2","Adra1b"
"4476","Thromboxane A2","Ltb4r1"
"4477","Thromboxane A2","Npffr2"
"4478","Thromboxane A2","Trhr"
"4479","Thromboxane A2","Ednra"
"4480","Thromboxane A2","Uts2r"
"4481","Thromboxane A2","Oxtr"
"4482","Thromboxane A2","Cckbr"
"4483","Thromboxane A2","Lpar1"
"4484","Thromboxane A2","Npsr1"
"4485","Thromboxane A2","Ntsr1"
"4486","Thromboxane A2","Lpar3"
"4487","Thromboxane A2","Ptgfr"
"4488","Thromboxane A2","Hcrtr2"
"4489","Thromboxane A2","Agtr2"
"4490","Thromboxane A2","Hcrtr1"
"4491","Thromboxane A2","Ednrb"
"4492","Thromboxane A2","Htr2a"
"4493","Thromboxane A2","Adra1a"
"4494","Thromboxane A2","Adra1d"
"4495","Thromboxane A2","Grpr"
"4496","Thromboxane A2","Qrfprl"
"4497","Thromboxane A2","Qrfpr"
"4498","Thromboxane A2","Lpar2"
"4499","Thromboxane A2","Tbxa2r"
"4500","Thromboxane A2","Ltb4r2"
"4501","L-Dopa","Abcc4"
"4502","L-Dopa","Abcc3"
"4503","L-Dopa","Gpr143"
"4504","L-Dopa","Drd5"
"4505","L-Dopa","Drd1"
"4506","L-Dopa","Drd3"
"4507","L-Dopa","Drd2"
"4508","L-Dopa","Drd4"
"4509","L-Dopa","Adora2a"
"4510","L-Dopa","Htr2a"
"4511","5-Hydroxy-L-tryptophan","Htr2c"
"4512","5-Hydroxy-L-tryptophan","Htr2b"
"4513","5-Hydroxy-L-tryptophan","Vcam1"
"4514","5-Hydroxy-L-tryptophan","Htr7"
"4515","5-Hydroxy-L-tryptophan","Htr2a"
"4516","Iodotyrosine","Fpr1"
"4517","Iodotyrosine","Fpr-rs7"
"4518","Iodotyrosine","Fpr-rs6"
"4519","Iodotyrosine","Fpr-rs3"
"4520","Iodotyrosine","Fpr3"
"4521","Iodotyrosine","Fpr2"
"4522","Iodotyrosine","Fpr-rs4"
"4523","Iodide","Esrra"
"4524","Iodide","Ripk1"
"4525","Iodide","Egfr"
"4526","Iodide","Sirpb1c"
"4527","Iodide","Sirpb1b"
"4528","Iodide","Sirpb1a"
"4529","Iodide","Ppard"
"4530","Iodide","Pirb"
"4531","Iodide","Nr4a2"
"4532","Iodide","Cd47"
"4533","Thyroxine","Nr1h4"
"4534","Thyroxine","Pparg"
"4535","Thyroxine","Rxra"
"4536","Thyroxine","Thra"
"4537","Thyroxine","Thrb"
"4538","Thyroxine","Abcc2"
"4539","Thyroxine","Ncor1"
"4540","Thyroxine","Trac"
"4541","Liothyronine","Thra"
"4542","Liothyronine","Thrb"
"4543","Liothyronine","Ar"
"4544","Liothyronine","Rxra"
"4545","Liothyronine","Esr1"
"4546","Liothyronine","Esr2"
"4547","Liothyronine","Ncor1"
"4548","Liothyronine","Trac"
"4549","Liothyronine","Nr1i2"
"4550","Liothyronine","Pparg"
"4551","alpha-Tocotrienol","Vcam1"
"4552","alpha-Tocotrienol","Ncor1"
"4553","alpha-Tocotrienol","Nr1i2"
"4554","Caffeic acid","Egfr"
"4555","Caffeic acid","App"
"4556","Caffeic acid","Dpp4"
"4557","Uridine diphosphate glucose","P2ry2"
"4558","Uridine diphosphate glucose","P2ry14"
"4559","Uridine diphosphate glucose","P2ry6"
"4560","Uridine diphosphate glucose","Gpr17"
"4561","17-beta-Estradiol-3-glucuronide","Abcc4"
"4562","17-beta-Estradiol-3-glucuronide","Abcc2"
"4563","Acetaminophen glucuronide","Abcc3"
"4564","D-Glucuronic acid","Dpp4"
"4565","D-Glucuronic acid","Cd44"
"4566","Uric acid","Icam1"
"4567","Uric acid","Cmklr1"
"4568","Uric acid","Cd86"
"4569","Hydrogen peroxide","Trpc7"
"4570","Hydrogen peroxide","Trpm2"
"4571","Hydrogen peroxide","Epor"
"4572","Hydrogen peroxide","Hbegf"
"4573","Hydrogen peroxide","Eno1b"
"4574","Hydrogen peroxide","Eno1"
"4575","Hydrogen peroxide","Nr0b2"
"4576","Hydrogen peroxide","Ripk1"
"4577","Hydrogen peroxide","Trpa1"
"4578","Hydrogen peroxide","Ppara"
"4579","Hydrogen peroxide","Icam1"
"4580","Hydrogen peroxide","Ide"
"4581","Hydrogen peroxide","Agtr1a"
"4582","Hydrogen peroxide","Agtr1b"
"4583","Hydrogen peroxide","Egfr"
"4584","Hydrogen peroxide","Gja1"
"4585","Hydrogen peroxide","Gja6"
"4586","Hydrogen peroxide","Pparg"
"4587","Hydrogen peroxide","Vcam1"
"4588","Hydrogen peroxide","S1pr1"
"4589","Hydrogen peroxide","Itpr1"
"4590","Hydrogen peroxide","Olr1"
"4591","Hydrogen peroxide","Adam17"
"4592","Hydrogen peroxide","Trpm7"
"4593","Hydrogen peroxide","F3"
"4594","Hydrogen peroxide","Cav1"
"4595","Hydrogen peroxide","Trpc6"
"4596","Hydrogen peroxide","Nr4a1"
"4597","Hydrogen peroxide","Cnr1"
"4598","Hydrogen peroxide","Tlr4"
"4599","Hydrogen peroxide","Itpr3"
"4600","Hydrogen peroxide","Igfbp3"
"4601","Hydrogen peroxide","Kir3dl1"
"4602","Hydrogen peroxide","Kir3dl2"
"4603","Hydrogen peroxide","App"
"4604","Hydrogen peroxide","Cdh5"
"4605","Hydrogen peroxide","Fgfr1"
"4606","Hydrogen peroxide","Il1r1"
